"mixedUseAssessmentKey","provalLrsnId","realEstatePropertyCode","assessmentChangeReasonTypeDsc","mixedUseAssessmentDate","commercialLandAmt","commercialImprovementAmt","totalCommercialAmt","residentialLandAmt","residentialImprovementAmt","totalResidentialAmt"
"1219","51689","32001048","01- Annual","2015-01-01T00:00:00","25200","0","25200","12808600","0","12808600"
"1220","51689","32001048","01- Annual","2014-01-01T00:00:00","25200","0","25200","11644200","0","11644200"
"1221","51690","32001049","01- Annual","2014-01-01T00:00:00","0","0","0","1344191400","0","1344191400"
"1222","51690","32001049","01- Annual","2015-01-01T00:00:00","15500","0","15500","7858100","0","7858100"
"1223","51690","32001049","01- Annual","2016-01-01T00:00:00","15600","0","15600","8404600","0","8404600"
"1224","51690","32001049","01- Annual","2017-01-01T00:00:00","15500","0","15500","13779600","0","13779600"
"1225","51690","32001049","01- Annual","2018-01-01T00:00:00","15500","0","15500","11172700","0","11172700"
"1226","51690","32001049","","2008-01-01T00:00:00","18600","0","18600","7858100","0","7858100"
"1227","51690","32001049","","2009-01-01T00:00:00","18600","0","18600","7858100","0","7858100"
"1228","51690","32001049","01- Annual","2013-01-01T00:00:00","15500","0","15500","7143700","0","7143700"
"1229","51690","32001049","","2012-01-01T00:00:00","15500","0","15500","7143700","0","7143700"
"1230","51690","32001049","","2011-01-01T00:00:00","14300","0","14300","6548400","0","6548400"
"1231","51690","32001049","","2010-01-01T00:00:00","14900","0","14900","6667400","0","6667400"
"1232","52294","32003006","","2010-01-01T00:00:00","782500","505700","1288200","56000","42200","98200"
"1233","52294","32003006","","2011-01-01T00:00:00","783500","512100","1295600","55000","56900","111900"
"1234","52294","32003006","","2012-01-01T00:00:00","778500","600700","1379200","60000","61400","121400"
"1235","52294","32003006","01- Annual","2013-01-01T00:00:00","778500","604400","1382900","60000","61100","121100"
"1236","52294","32003006","","2009-01-01T00:00:00","920500","589800","1510300","66000","50400","116400"
"1237","52294","32003006","","2008-01-01T00:00:00","920500","569300","1489800","66000","40800","106800"
"1238","52294","32003006","01- Annual","2015-01-01T00:00:00","838500","641300","1479800","0","195000","195000"
"1239","52294","32003006","01- Annual","2014-01-01T00:00:00","778500","669100","1447600","60000","93900","153900"
"1240","52342","32006008","01- Annual","2014-01-01T00:00:00","433200","811100","1244300","240000","385700","625700"
"1241","52342","32006008","01- Annual","2015-01-01T00:00:00","673200","571100","1244300","0","627700","627700"
"1242","52342","32006008","","2008-01-01T00:00:00","528000","651500","1179500","264000","124400","388400"
"1243","52342","32006008","","2009-01-01T00:00:00","528000","674100","1202100","264000","149800","413800"
"1244","52342","32006008","","2009-12-01T00:00:00","528000","484300","1012300","264000","100500","364500"
"1245","52342","32006008","01- Annual","2013-01-01T00:00:00","433200","634600","1067800","240000","177200","417200"
"1246","52342","32006008","","2012-01-01T00:00:00","433200","606800","1040000","240000","174900","414900"
"1247","52342","32006008","","2011-01-01T00:00:00","453200","469500","922700","220000","146800","366800"
"1248","52342","32006008","","2010-01-01T00:00:00","449200","414200","863400","224000","106300","330300"
"1249","53213","32024002","","2010-01-01T00:00:00","72000","201400","273400","20216000","17597000","37813000"
"1250","53213","32024002","","2010-08-01T00:00:00","72000","201400","273400","20216000","14921700","35137700"
"1251","53213","32024002","","2012-08-01T00:00:00","75000","227600","302600","21660000","18025800","39685800"
"1252","53213","32024002","","2011-01-01T00:00:00","69000","220900","289900","19855000","16224800","36079800"
"1253","53213","32024002","","2012-01-01T00:00:00","75000","227600","302600","21660000","18404100","40064100"
"1254","53213","32024002","","2008-11-01T00:00:00","72000","110400","182400","24024000","23831900","47855900"
"1255","53213","32024002","01- Annual","2013-01-01T00:00:00","75000","227600","302600","21660000","22064900","43724900"
"1256","53213","32024002","","2009-01-01T00:00:00","90000","242800","332800","23826000","17555600","41381600"
"1257","53213","32024002","","2008-01-01T00:00:00","72000","110400","182400","24024000","26385500","50409500"
"1259","53213","32024002","05- Review","2014-06-24T00:00:00","75000","235700","310700","21660000","74135400","95795400"
"1260","53213","32024002","01- Annual","2014-01-01T00:00:00","75000","236500","311500","21660000","80955400","102615400"
"1261","53213","32024002","01- Annual","2015-01-01T00:00:00","75000","257600","332600","23826000","77664300","101490300"
"1262","53213","32024002","03- Board of Equalization","2015-08-21T00:00:00","75000","257600","332600","23826000","75172400","98998400"
"1263","53213","32024002","01- Annual","2016-01-01T00:00:00","75000","205900","280900","25270000","78791700","104061700"
"1264","53213","32024002","01- Annual","2018-01-01T00:00:00","75000","201500","276500","21660000","87859800","109519800"
"1265","53213","32024002","03- Board of Equalization","2017-08-31T00:00:00","75000","242100","317100","26714000","18217800","44931800"
"1266","53213","32024002","01- Annual","2017-01-01T00:00:00","75000","242100","317100","26714000","80611100","107325100"
"1267","53213","32024002","03- Board of Equalization","2016-09-07T00:00:00","75000","205900","280900","25270000","25742600","51012600"
"1268","53554","34020024","","2008-01-01T00:00:00","93800","0","93800","17556000","12000000","29556000"
"1269","53554","34020024","","2009-01-01T00:00:00","72000","0","72000","17490000","51245300","68735300"
"1270","53556","34020030","","2009-01-01T00:00:00","4479500","22483400","26962900","29172000","86718100","115890100"
"1271","53556","34020030","","2008-01-01T00:00:00","4479500","25167200","29646700","29172000","95733200","124905200"
"1272","53556","34020030","01- Annual","2013-01-01T00:00:00","4106200","13660200","17766400","26520000","100592400","127112400"
"1273","53556","34020030","","2012-01-01T00:00:00","4106200","13333300","17439500","26520000","100946100","127466100"
"1274","53556","34020030","","2011-01-01T00:00:00","4106200","20248400","24354600","26520000","98851700","125371700"
"1275","53556","34020030","","2010-01-01T00:00:00","3583600","21240200","24823800","24752000","76881400","101633400"
"1276","53556","34020030","01- Annual","2018-01-01T00:00:00","2677500","26456800","29134300","26520000","122550100","149070100"
"1277","53556","34020030","03- Board of Equalization","2017-07-01T00:00:00","2677500","24375950","27053450","32708000","112451850","145159850"
"1278","53556","34020030","01- Annual","2017-01-01T00:00:00","2677500","25283600","27961100","32708000","113359500","146067500"
"1279","53556","34020030","01- Annual","2016-01-01T00:00:00","2677500","22901900","25579400","30940000","116649900","147589900"
"1280","53556","34020030","05- Review","2015-08-12T00:00:00","2677500","21881900","24559400","29172000","116304000","145476000"
"1281","53556","34020030","01- Annual","2015-01-01T00:00:00","2677500","20072500","22750000","29172000","123069600","152241600"
"1282","53556","34020030","01- Annual","2014-01-01T00:00:00","4106200","18643800","22750000","26520000","98780000","125300000"
"1283","53765","34020255","01- Annual","2014-01-01T00:00:00","41600","263800","305400","21810000","129471500","151281500"
"1284","53765","34020255","05- Review","2015-07-28T00:00:00","41600","266400","308000","23991000","133602100","157593100"
"1285","53765","34020255","01- Annual","2015-01-01T00:00:00","41600","271100","312700","23991000","140445200","164436200"
"1286","53765","34020255","01- Annual","2016-01-01T00:00:00","41600","270600","312200","25237300","136061500","161298800"
"1287","53765","34020255","01- Annual","2018-01-01T00:00:00","41600","0","41600","26795100","0","26795100"
"1288","53765","34020255","01- Annual","2017-01-01T00:00:00","41600","565300","606900","26795100","142475500","169270600"
"1289","53765","34020255","","2010-01-01T00:00:00","33300","219800","253100","17480400","95275700","112756100"
"1290","53765","34020255","","2011-01-01T00:00:00","38200","251600","289800","18694300","109085700","127780000"
"1291","53765","34020255","","2012-01-01T00:00:00","41600","273000","314600","21810000","124310400","146120400"
"1292","53765","34020255","01- Annual","2013-01-01T00:00:00","41600","273000","314600","21810000","124310400","146120400"
"1293","53765","34020255","","2008-01-01T00:00:00","41600","247000","288600","20601900","105694200","126296100"
"1294","53765","34020255","","2009-01-01T00:00:00","41600","247600","289200","20601900","103534800","124136700"
"1295","53766","34020256","","2009-01-01T00:00:00","30400","0","30400","15038100","0","15038100"
"1296","53766","34020256","","2008-01-01T00:00:00","30400","0","30400","15038100","0","15038100"
"1297","53766","34020256","01- Annual","2013-01-01T00:00:00","30400","0","30400","15920000","0","15920000"
"1298","53766","34020256","","2012-01-01T00:00:00","30400","0","30400","15920000","0","15920000"
"1299","53766","34020256","","2011-01-01T00:00:00","27800","0","27800","13645700","0","13645700"
"1300","53766","34020256","","2010-01-01T00:00:00","24300","0","24300","12759600","0","12759600"
"1301","53766","34020256","01- Annual","2017-01-01T00:00:00","30400","0","30400","19558900","0","19558900"
"1302","53766","34020256","01- Annual","2018-01-01T00:00:00","30400","0","30400","19558900","0","19558900"
"1303","53766","34020256","01- Annual","2016-01-01T00:00:00","30400","0","30400","18421700","0","18421700"
"1304","53766","34020256","01- Annual","2015-01-01T00:00:00","30400","0","30400","17512000","0","17512000"
"1305","53766","34020256","01- Annual","2014-01-01T00:00:00","30400","0","30400","15920000","0","15920000"
"1306","54061","34027025","01- Annual","2014-01-01T00:00:00","403700","793900","1197600","43190000","111799800","154989800"
"1307","54061","34027025","01- Annual","2015-01-01T00:00:00","403700","823200","1226900","47509000","107429800","154938800"
"1308","54061","34027025","01- Annual","2016-01-01T00:00:00","403700","840000","1243700","49977000","103657700","153634700"
"1309","54061","34027025","01- Annual","2017-01-01T00:00:00","403700","575200","978900","53062000","96607600","149669600"
"1310","54061","34027025","","2010-01-01T00:00:00","323000","2138100","2461100","36512000","97246200","133758200"
"1311","54061","34027025","","2011-10-01T00:00:00","370100","717600","1087700","36772800","104807300","141580100"
"1312","54061","34027025","","2011-01-01T00:00:00","370100","717600","1087700","39120000","105288100","144408100"
"1313","54061","34027025","","2012-01-01T00:00:00","403700","749000","1152700","37020000","121328600","158348600"
"1314","54061","34027025","","2008-09-01T00:00:00","403700","2424600","2828300","43032000","94000000","137032000"
"1315","54061","34027025","01- Annual","2013-01-01T00:00:00","403700","749000","1152700","43190000","101885100","145075100"
"1316","54061","34027025","","2008-01-01T00:00:00","306000","1975600","2281600","43032000","102332300","145364300"
"1317","54061","34027025","","2009-01-01T00:00:00","403700","2436800","2840500","43032000","94244800","137276800"
"1318","54072","35001008","","2009-01-01T00:00:00","272700","469500","742200","25410000","49606700","75016700"
"1319","54072","35001008","","2008-01-01T00:00:00","272700","498000","770700","25410000","54174300","79584300"
"1320","54072","35001008","01- Annual","2013-01-01T00:00:00","272700","667100","939800","26950000","59507000","86457000"
"1321","54072","35001008","","2008-09-01T00:00:00","272700","488100","760800","25410000","50302500","75712500"
"1322","54072","35001008","","2012-01-01T00:00:00","272700","667100","939800","26950000","53440200","80390200"
"1323","54072","35001008","","2011-01-01T00:00:00","250000","561400","811400","23100000","50673100","73773100"
"1324","54072","35001008","","2010-01-01T00:00:00","218200","484000","702200","21560000","44401200","65961200"
"1325","54072","35001008","01- Annual","2017-01-01T00:00:00","272700","1254200","1526900","33110000","65838400","98948400"
"1326","54072","35001008","01- Annual","2016-01-01T00:00:00","272700","1216500","1489200","31185000","64180600","95365600"
"1327","54072","35001008","01- Annual","2015-01-01T00:00:00","272700","1253700","1526400","29645000","64330500","93975500"
"1328","54072","35001008","01- Annual","2014-01-01T00:00:00","272700","1185000","1457700","26950000","63527000","90477000"
"1329","54072","35001008","01- Annual","2018-01-01T00:00:00","272700","1769300","2042000","33110000","73389500","106499500"
"1330","54077","35001019","01- Annual","2018-01-01T00:00:00","365600","733200","1098800","29928000","75615800","105543800"
"1331","54077","35001019","01- Annual","2014-01-01T00:00:00","365600","1847100","2212700","24360000","71333600","95693600"
"1332","54077","35001019","01- Annual","2015-01-01T00:00:00","365600","1913000","2278600","26796000","70021200","96817200"
"1333","54077","35001019","01- Annual","2016-01-01T00:00:00","365600","799400","1165000","28188000","67924800","96112800"
"1334","54077","35001019","05- Review","2015-09-21T00:00:00","286100","864500","1150600","26796000","68026800","94822800"
"1335","54077","35001019","01- Annual","2017-01-01T00:00:00","365600","781400","1147000","29928000","70245000","100173000"
"1336","54077","35001019","","2010-01-01T00:00:00","292500","563700","856200","19488000","39850400","59338400"
"1337","54077","35001019","","2011-01-01T00:00:00","335100","1208800","1543900","20880000","56859700","77739700"
"1338","54077","35001019","","2012-01-01T00:00:00","365600","1289000","1654600","24360000","61652700","86012700"
"1339","54077","35001019","01- Annual","2013-01-01T00:00:00","365600","1289000","1654600","24360000","69350000","93710000"
"1340","54077","35001019","","2008-01-01T00:00:00","365600","714900","1080500","22968000","45927200","68895200"
"1341","54077","35001019","","2009-01-01T00:00:00","365600","701300","1066900","22968000","47136700","70104700"
"1342","54280","35003001","01- Annual","2016-01-01T00:00:00","261800","1000","262800","17696700","0","17696700"
"1343","54280","35003001","01- Annual","2014-01-01T00:00:00","336800","1000","337800","12303900","0","12303900"
"1344","54280","35003001","05- Review","2014-09-08T00:00:00","261800","1000","262800","15293500","0","15293500"
"1345","54280","35003001","01- Annual","2015-01-01T00:00:00","261800","1000","262800","16822600","0","16822600"
"1346","54281","35003002","01- Annual","2015-01-01T00:00:00","216200","1000","217200","13891700","0","13891700"
"1347","54281","35003002","05- Review","2014-09-08T00:00:00","216200","0","216200","12628800","1000","12629800"
"1348","54281","35003002","01- Annual","2014-01-01T00:00:00","278200","1000","279200","10160100","0","10160100"
"1349","54281","35003002","01- Annual","2016-01-01T00:00:00","216200","1000","217200","14613400","0","14613400"
"1350","54282","35003003","05- Review","2016-04-26T00:00:00","242300","7827900","8070200","11549400","133594600","145144000"
"1351","54282","35003003","01- Annual","2016-01-01T00:00:00","242300","7827900","8070200","11549400","138298600","149848000"
"1352","54282","35003003","01- Annual","2015-01-01T00:00:00","242300","2424400","2666700","10979000","134202600","145181600"
"1353","54282","35003003","01- Annual","2014-01-01T00:00:00","242300","2301800","2544100","9980900","129894800","139875700"
"1354","54282","35003003","01- Annual","2018-01-01T00:00:00","242300","7327200","7569500","12262300","132689900","144952200"
"1355","54282","35003003","01- Annual","2017-01-01T00:00:00","242300","8353300","8595600","12262300","130931800","143194100"
"1356","54282","35003003","","2009-01-01T00:00:00","242300","4157400","4399700","9410600","107386200","116796800"
"1357","54282","35003003","","2008-01-01T00:00:00","242300","4377200","4619500","9410600","107720200","117130800"
"1358","54282","35003003","01- Annual","2013-01-01T00:00:00","242300","2082300","2324600","9980900","125646300","135627200"
"1359","54282","35003003","","2012-01-01T00:00:00","242300","2082300","2324600","9980900","125030700","135011600"
"1360","54282","35003003","","2011-01-01T00:00:00","222100","1914000","2136100","8555100","106549900","115105000"
"1361","54282","35003003","","2010-01-01T00:00:00","193800","3429600","3623400","7984700","87497600","95482300"
"1362","54283","35003004","","2010-01-01T00:00:00","174300","0","174300","7179600","0","7179600"
"1363","54283","35003004","","2011-01-01T00:00:00","199700","0","199700","7692500","0","7692500"
"1364","54283","35003004","","2012-01-01T00:00:00","217900","0","217900","8974500","0","8974500"
"1365","54283","35003004","01- Annual","2013-01-01T00:00:00","217900","0","217900","8974500","0","8974500"
"1366","54283","35003004","","2008-01-01T00:00:00","217900","0","217900","8461700","0","8461700"
"1367","54283","35003004","","2009-01-01T00:00:00","217900","0","217900","8461700","0","8461700"
"1368","54283","35003004","01- Annual","2017-01-01T00:00:00","217900","0","217900","11025900","0","11025900"
"1369","54283","35003004","01- Annual","2018-01-01T00:00:00","217900","0","217900","11025900","0","11025900"
"1370","54283","35003004","01- Annual","2014-01-01T00:00:00","217900","0","217900","8974500","0","8974500"
"1371","54283","35003004","01- Annual","2015-01-01T00:00:00","217900","0","217900","9872000","0","9872000"
"1372","54283","35003004","01- Annual","2016-01-01T00:00:00","217900","0","217900","10384800","0","10384800"
"1373","54284","35003005","01- Annual","2016-01-01T00:00:00","217900","0","217900","10384800","0","10384800"
"1374","54284","35003005","01- Annual","2015-01-01T00:00:00","217900","0","217900","9872000","0","9872000"
"1375","54284","35003005","01- Annual","2014-01-01T00:00:00","217900","0","217900","8974500","0","8974500"
"1376","54284","35003005","01- Annual","2018-01-01T00:00:00","217900","0","217900","11025900","0","11025900"
"1377","54284","35003005","01- Annual","2017-01-01T00:00:00","217900","0","217900","11025900","0","11025900"
"1378","54284","35003005","","2009-01-01T00:00:00","217900","0","217900","8461700","0","8461700"
"1379","54284","35003005","","2008-01-01T00:00:00","217900","0","217900","8461700","0","8461700"
"1380","54284","35003005","01- Annual","2013-01-01T00:00:00","217900","0","217900","8974500","0","8974500"
"1381","54284","35003005","","2012-01-01T00:00:00","217900","0","217900","8974500","0","8974500"
"1382","54284","35003005","","2011-01-01T00:00:00","199700","0","199700","7692500","0","7692500"
"1383","54284","35003005","","2010-01-01T00:00:00","174300","0","174300","7179600","0","7179600"
"1384","54285","35003006","","2010-01-01T00:00:00","129900","1924200","2054100","5600000","73003600","78603600"
"1385","54285","35003006","","2010-10-01T00:00:00","129900","1924200","2054100","5600000","55346600","60946600"
"1386","54285","35003006","","2011-01-01T00:00:00","148800","2070400","2219200","6000000","82072500","88072500"
"1387","54285","35003006","","2012-01-01T00:00:00","162400","2217400","2379800","7000000","87353800","94353800"
"1388","54285","35003006","01- Annual","2013-01-01T00:00:00","162400","2246800","2409200","7000000","91790100","98790100"
"1389","54285","35003006","","2008-01-01T00:00:00","162400","0","162400","6600000","0","6600000"
"1390","54285","35003006","","2009-01-01T00:00:00","162400","0","162400","6600000","12816800","19416800"
"1391","54285","35003006","01- Annual","2017-01-01T00:00:00","162400","1972300","2134700","8600000","91249100","99849100"
"1392","54285","35003006","05- Review","2016-09-22T00:00:00","162400","1977700","2140100","8100000","94753200","102853200"
"1393","54285","35003006","01- Annual","2018-01-01T00:00:00","162400","0","162400","8600000","0","8600000"
"1394","54285","35003006","03- Board of Equalization","2017-10-31T00:00:00","162400","1899600","2062000","8762400","89608700","98371100"
"1395","54285","35003006","05- Review","2018-03-29T00:00:00","162400","1944700","2107100","8600000","96736600","105336600"
"1396","54285","35003006","01- Annual","2014-01-01T00:00:00","162400","2325500","2487900","7000000","94669200","101669200"
"1397","54285","35003006","01- Annual","2015-01-01T00:00:00","162400","2386700","2549100","7700000","101104700","108804700"
"1398","54285","35003006","01- Annual","2016-01-01T00:00:00","162400","2351300","2513700","8100000","98582200","106682200"
"1399","54286","35003007","01- Annual","2016-01-01T00:00:00","162400","0","162400","8100000","0","8100000"
"1400","54286","35003007","01- Annual","2015-01-01T00:00:00","162400","0","162400","7700000","0","7700000"
"1401","54286","35003007","01- Annual","2014-01-01T00:00:00","162400","0","162400","7000000","0","7000000"
"1402","54286","35003007","01- Annual","2018-01-01T00:00:00","162400","0","162400","8600000","0","8600000"
"1403","54286","35003007","01- Annual","2017-01-01T00:00:00","162400","0","162400","8600000","0","8600000"
"1404","54286","35003007","","2009-01-01T00:00:00","162400","0","162400","6600000","0","6600000"
"1405","54286","35003007","","2008-01-01T00:00:00","162400","0","162400","6600000","0","6600000"
"1406","54286","35003007","01- Annual","2013-01-01T00:00:00","162400","0","162400","7000000","0","7000000"
"1407","54286","35003007","","2012-01-01T00:00:00","162400","0","162400","7000000","0","7000000"
"1408","54286","35003007","","2011-01-01T00:00:00","148800","0","148800","6000000","0","6000000"
"1409","54286","35003007","","2010-01-01T00:00:00","129900","0","129900","5600000","0","5600000"
"1410","54287","35003008","","2010-01-01T00:00:00","129900","0","129900","5600000","0","5600000"
"1411","54287","35003008","","2011-01-01T00:00:00","148800","0","148800","6000000","0","6000000"
"1412","54287","35003008","","2012-01-01T00:00:00","162400","0","162400","7000000","0","7000000"
"1413","54287","35003008","01- Annual","2013-01-01T00:00:00","162400","0","162400","7000000","0","7000000"
"1414","54287","35003008","","2008-01-01T00:00:00","162400","0","162400","6600000","0","6600000"
"1415","54287","35003008","","2009-01-01T00:00:00","162400","0","162400","6600000","0","6600000"
"1416","54287","35003008","01- Annual","2017-01-01T00:00:00","162400","0","162400","8600000","0","8600000"
"1417","54287","35003008","01- Annual","2018-01-01T00:00:00","162400","0","162400","8600000","0","8600000"
"1418","54287","35003008","01- Annual","2014-01-01T00:00:00","162400","0","162400","7000000","0","7000000"
"1419","54287","35003008","01- Annual","2015-01-01T00:00:00","162400","0","162400","7700000","0","7700000"
"1420","54287","35003008","01- Annual","2016-01-01T00:00:00","162400","0","162400","8100000","0","8100000"
"1421","54289","35003010","","2011-01-01T00:00:00","899300","0","899300","23185700","0","23185700"
"1422","54289","35003010","","2012-01-01T00:00:00","981000","0","981000","27295700","0","27295700"
"1423","54290","35003011","01- Annual","2014-01-01T00:00:00","849800","1000","850800","31041600","0","31041600"
"1424","54290","35003011","05- Review","2014-09-08T00:00:00","2327400","1000","2328400","44078300","0","44078300"
"1425","54293","35003015","05- Review","2014-09-08T00:00:00","232000","1000","233000","13550900","0","13550900"
"1426","54293","35003015","01- Annual","2015-01-01T00:00:00","232000","1000","233000","14906000","0","14906000"
"1427","54293","35003015","01- Annual","2014-01-01T00:00:00","298500","1000","299500","10901900","0","10901900"
"1428","54293","35003015","01- Annual","2016-01-01T00:00:00","232000","1000","233000","15680300","0","15680300"
"1429","54293","35003015","01- Annual","2017-01-01T00:00:00","196800","0","196800","16840400","1000","16841400"
"1430","54293","35003015","01- Annual","2018-01-01T00:00:00","196800","0","196800","16840400","0","16840400"
"1431","54294","35003016","01- Annual","2018-01-01T00:00:00","102800","0","102800","8793500","0","8793500"
"1432","54294","35003016","01- Annual","2017-01-01T00:00:00","102800","0","102800","8793500","1000","8794500"
"1433","54294","35003016","01- Annual","2016-01-01T00:00:00","121100","1000","122100","8187700","0","8187700"
"1434","54294","35003016","01- Annual","2014-01-01T00:00:00","155800","1000","156800","5692600","0","5692600"
"1435","54294","35003016","01- Annual","2015-01-01T00:00:00","121100","1000","122100","7783300","0","7783300"
"1436","54294","35003016","05- Review","2014-09-08T00:00:00","121100","1000","122100","7075800","0","7075800"
"1437","54295","35003017","05- Review","2014-09-08T00:00:00","121100","1000","122100","7075800","0","7075800"
"1438","54295","35003017","01- Annual","2015-01-01T00:00:00","121100","1000","122100","7783300","0","7783300"
"1439","54295","35003017","01- Annual","2014-01-01T00:00:00","155800","1000","156800","5692600","0","5692600"
"1440","54295","35003017","01- Annual","2016-01-01T00:00:00","121100","1000","122100","8187700","0","8187700"
"1441","54295","35003017","01- Annual","2017-01-01T00:00:00","102800","0","102800","8793500","1000","8794500"
"1442","54295","35003017","01- Annual","2018-01-01T00:00:00","102800","0","102800","8793500","0","8793500"
"1443","54296","35003018","01- Annual","2018-01-01T00:00:00","102800","0","102800","8796700","0","8796700"
"1444","54296","35003018","01- Annual","2017-01-01T00:00:00","102800","0","102800","8796700","1000","8797700"
"1445","54296","35003018","01- Annual","2016-01-01T00:00:00","121200","1000","122200","8190700","0","8190700"
"1446","54296","35003018","01- Annual","2014-01-01T00:00:00","155900","1000","156900","5694700","0","5694700"
"1447","54296","35003018","01- Annual","2015-01-01T00:00:00","121200","1000","122200","7786200","0","7786200"
"1448","54296","35003018","05- Review","2014-09-08T00:00:00","121200","1000","122200","7078400","0","7078400"
"1449","54297","35003019","05- Review","2014-09-08T00:00:00","121400","1000","122400","7092700","0","7092700"
"1450","54297","35003019","01- Annual","2015-01-01T00:00:00","121400","1000","122400","7802000","0","7802000"
"1451","54297","35003019","01- Annual","2014-01-01T00:00:00","156200","1000","157200","5706300","0","5706300"
"1452","54297","35003019","01- Annual","2016-01-01T00:00:00","121400","1000","122400","8207300","0","8207300"
"1453","54298","35003020","01- Annual","2016-01-01T00:00:00","121300","1000","122300","8197500","0","8197500"
"1454","54298","35003020","01- Annual","2014-01-01T00:00:00","156000","1000","157000","5699400","0","5699400"
"1455","54298","35003020","01- Annual","2015-01-01T00:00:00","121300","1000","122300","7792700","0","7792700"
"1456","54298","35003020","05- Review","2014-09-08T00:00:00","121300","0","121300","7084300","1000","7085300"
"1457","54299","35003021","05- Review","2014-09-08T00:00:00","113100","1000","114100","6608900","0","6608900"
"1458","54299","35003021","01- Annual","2015-01-01T00:00:00","113100","1000","114100","7269800","0","7269800"
"1459","54299","35003021","01- Annual","2014-01-01T00:00:00","145500","1000","146500","5317000","0","5317000"
"1460","54299","35003021","01- Annual","2016-01-01T00:00:00","113100","1000","114100","7647400","0","7647400"
"1461","54325","35005022","01- Annual","2017-01-01T00:00:00","37700","75600","113300","25714000","74038100","99752100"
"1462","54325","35005022","03- Board of Equalization","2015-08-21T00:00:00","37700","70000","107700","23023000","75417900","98440900"
"1463","54325","35005022","01- Annual","2016-01-01T00:00:00","37700","74400","112100","24219000","75448200","99667200"
"1464","54325","35005022","01- Annual","2015-01-01T00:00:00","37700","70000","107700","23023000","76519600","99542600"
"1465","54325","35005022","01- Annual","2014-01-01T00:00:00","37700","65200","102900","20930000","69740500","90670500"
"1466","54325","35005022","01- Annual","2018-01-01T00:00:00","37700","70800","108500","25714000","76810400","102524400"
"1467","54325","35005022","","2012-01-01T00:00:00","37700","64900","102600","20930000","62779900","83709900"
"1468","54325","35005022","","2011-01-01T00:00:00","35200","92400","127600","17940000","55043100","72983100"
"1469","54325","35005022","","2010-01-01T00:00:00","30100","40500","70600","16744000","46730500","63474500"
"1470","54325","35005022","","2009-01-01T00:00:00","37700","48200","85900","19734000","57488200","77222200"
"1471","54325","35005022","","2008-01-01T00:00:00","37700","48200","85900","19734000","52556600","72290600"
"1472","54325","35005022","01- Annual","2013-01-01T00:00:00","37700","61600","99300","20930000","58416600","79346600"
"1473","54334","35005031","01- Annual","2013-01-01T00:00:00","21162600","102560400","123723000","35280000","139529400","174809400"
"1474","54334","35005031","","2008-01-01T00:00:00","21162600","102921200","124083800","33264000","88414500","121678500"
"1475","54334","35005031","","2009-01-01T00:00:00","21162600","108647600","129810200","33264000","92762700","126026700"
"1476","54334","35005031","","2010-01-01T00:00:00","16930100","94052700","110982800","33264000","78624500","111888500"
"1477","54334","35005031","","2011-01-01T00:00:00","19399100","106863300","126262400","30240000","79110600","109350600"
"1478","54334","35005031","","2012-01-01T00:00:00","21162600","99676600","120839200","35280000","75891500","111171500"
"1479","54334","35005031","01- Annual","2018-01-01T00:00:00","21162600","167319800","188482400","43344000","138845100","182189100"
"1480","54334","35005031","03- Board of Equalization","2017-10-10T00:00:00","21162600","118054300","139216900","43344000","130236400","173580400"
"1481","54334","35005031","01- Annual","2014-01-01T00:00:00","21162600","104174700","125337300","35280000","144093700","179373700"
"1482","54334","35005031","01- Annual","2015-01-01T00:00:00","21162600","108636600","129799200","38808000","141029100","179837100"
"1483","54334","35005031","01- Annual","2016-01-01T00:00:00","21162600","115744400","136907000","40824000","138609300","179433300"
"1484","54334","35005031","03- Board of Equalization","2015-11-03T00:00:00","21162600","106662970","127825570","38808000","138294630","177102630"
"1485","54334","35005031","01- Annual","2017-01-01T00:00:00","21162600","126655400","147818000","43344000","130236400","173580400"
"1486","54334","35005031","05- Review","2016-06-30T00:00:00","21162600","115744400","136907000","40824000","130890000","171714000"
"1487","55126","35008005","01- Annual","2017-01-01T00:00:00","158100","691000","849100","25972000","21785500","47757500"
"1488","55126","35008005","01- Annual","2016-01-01T00:00:00","158100","649000","807100","24462000","21284400","45746400"
"1489","55126","35008005","05- Review","2015-07-28T00:00:00","158100","688600","846700","23254000","24742200","47996200"
"1490","55126","35008005","01- Annual","2015-01-01T00:00:00","158100","637300","795400","23254000","27087700","50341700"
"1491","55126","35008005","01- Annual","2014-01-01T00:00:00","158100","565800","723900","21140000","24381300","45521300"
"1492","55126","35008005","01- Annual","2018-01-01T00:00:00","158100","861800","1019900","18120000","30850100","48970100"
"1493","55126","35008005","","2012-01-01T00:00:00","158100","545300","703400","21140000","22593700","43733700"
"1494","55126","35008005","","2011-01-01T00:00:00","144900","278400","423300","18120000","18493800","36613800"
"1495","55126","35008005","","2010-01-01T00:00:00","126500","37100","163600","16912000","11426100","28338100"
"1496","55126","35008005","","2009-01-01T00:00:00","158100","98700","256800","19932000","14971800","34903800"
"1497","55126","35008005","","2008-01-01T00:00:00","158100","86000","244100","19932000","21477600","41409600"
"1498","55126","35008005","01- Annual","2013-01-01T00:00:00","158100","545800","703900","21140000","22725600","43865600"
"1499","55126","35008005","","2008-11-01T00:00:00","158100","86000","244100","19932000","21470800","41402800"
