"","RegionID","postal_code","City","State","Metro","CountyName","SizeRank","time","rentprice","month","year","YearMonth","imp"
"48910.2010-11",79474,"48910","Lansing","MI","Lansing","Ingham",1652,2010-11-01,NA,11,"2010",Nov 2010,0
"46368.2010-11",78114,"46368","Portage","IN","Chicago","Porter",1653,2010-11-01,1269,11,"2010",Nov 2010,0
"95136.2010-11",98004,"95136","San Jose","CA","San Jose","Santa Clara",1654,2010-11-01,2362,11,"2010",Nov 2010,0
"72703.2010-11",89709,"72703","Fayetteville","AR","Fayetteville","Washington",1655,2010-11-01,1171,11,"2010",Nov 2010,0
"11550.2010-11",62143,"11550","Hempstead","NY","New York","Nassau",1656,2010-11-01,NA,11,"2010",Nov 2010,0
"06360.2010-11",60265,"06360","Norwich","CT","New London","New London",1657,2010-11-01,1300,11,"2010",Nov 2010,0
"33610.2010-11",72713,"33610","Tampa","FL","Tampa","Hillsborough",1658,2010-11-01,902,11,"2010",Nov 2010,0
"97477.2010-11",99317,"97477","Springfield","OR","Eugene","Lane",1659,2010-11-01,950,11,"2010",Nov 2010,0
"84121.2010-11",94481,"84121","Cottonwood Heights","UT","Salt Lake City","Salt Lake",1660,2010-11-01,NA,11,"2010",Nov 2010,0
"10977.2010-11",61957,"10977","Ramapo","NY","New York","Rockland",1661,2010-11-01,NA,11,"2010",Nov 2010,0
"32507.2010-11",72029,"32507","Pensacola","FL","Pensacola","Escambia",1662,2010-11-01,1005,11,"2010",Nov 2010,0
"85635.2010-11",95019,"85635","Sierra Vista","AZ","Sierra Vista","Cochise",1663,2010-11-01,1005,11,"2010",Nov 2010,0
"89436.2010-11",95914,"89436","Sparks","NV","Reno","Washoe",1664,2010-11-01,1390,11,"2010",Nov 2010,0
"48146.2010-11",79014,"48146","Lincoln Park","MI","Detroit","Wayne",1665,2010-11-01,847,11,"2010",Nov 2010,0
"29203.2010-11",70358,"29203","Columbia","SC","Columbia","Richland",1666,2010-11-01,789,11,"2010",Nov 2010,0
"32714.2010-11",72163,"32714","Altamonte Springs","FL","Orlando","Seminole",1667,2010-11-01,961,11,"2010",Nov 2010,0
"32304.2010-11",71915,"32304","Tallahassee","FL","Tallahassee","Leon",1668,2010-11-01,855,11,"2010",Nov 2010,0
"91605.2010-11",96450,"91605","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1669,2010-11-01,2068,11,"2010",Nov 2010,0
"92054.2010-11",96610,"92054","Oceanside","CA","San Diego","San Diego",1670,2010-11-01,1979,11,"2010",Nov 2010,0
"30126.2010-11",70903,"30126","Mableton","GA","Atlanta","Cobb",1671,2010-11-01,1208,11,"2010",Nov 2010,0
"78852.2010-11",92712,"78852","Eagle Pass","TX","Eagle Pass","Maverick",1672,2010-11-01,893,11,"2010",Nov 2010,0
"19132.2010-11",65799,"19132","Philadelphia","PA","Philadelphia","Philadelphia",1673,2010-11-01,763,11,"2010",Nov 2010,0
"36608.2010-11",73967,"36608","Mobile","AL","Mobile","Mobile",1674,2010-11-01,1031,11,"2010",Nov 2010,0
"82001.2010-11",93851,"82001","Cheyenne","WY","Cheyenne","Laramie",1675,2010-11-01,NA,11,"2010",Nov 2010,0
"45385.2010-11",77639,"45385","Xenia","OH","Dayton","Greene",1676,2010-11-01,899,11,"2010",Nov 2010,0
"93304.2010-11",97220,"93304","Bakersfield","CA","Bakersfield","Kern",1677,2010-11-01,1013,11,"2010",Nov 2010,0
"75165.2010-11",90741,"75165","Waxahachie","TX","Dallas-Fort Worth","Ellis",1678,2010-11-01,1194,11,"2010",Nov 2010,0
"30228.2010-11",70970,"30228","Hampton","GA","Atlanta","Henry",1679,2010-11-01,1090,11,"2010",Nov 2010,0
"78574.2010-11",92517,"78574","Mission","TX","McAllen","Hidalgo",1680,2010-11-01,1030,11,"2010",Nov 2010,0
"32824.2010-11",72248,"32824","Orlando","FL","Orlando","Orange",1681,2010-11-01,1172,11,"2010",Nov 2010,0
"85051.2010-11",94765,"85051","Phoenix","AZ","Phoenix","Maricopa",1682,2010-11-01,949,11,"2010",Nov 2010,0
"60120.2010-11",84373,"60120","Elgin","IL","Chicago","Kane",1683,2010-11-01,1381,11,"2010",Nov 2010,0
"95826.2010-11",98435,"95826","Rosemont","CA","Sacramento","Sacramento",1684,2010-11-01,1313,11,"2010",Nov 2010,0
"76522.2010-11",91447,"76522","Copperas Cove","TX","Killeen","Coryell",1685,2010-11-01,1025,11,"2010",Nov 2010,0
"80909.2010-11",93587,"80909","Colorado Springs","CO","Colorado Springs","El Paso",1686,2010-11-01,1031,11,"2010",Nov 2010,0
"92660.2010-11",96978,"92660","Newport Beach","CA","Los Angeles-Long Beach-Anaheim","Orange",1687,2010-11-01,4194,11,"2010",Nov 2010,0
"87031.2010-11",95265,"87031","Los Lunas","NM","Albuquerque","Valencia",1688,2010-11-01,NA,11,"2010",Nov 2010,0
"77498.2010-11",399725,"77498","Sugar Land","TX","Houston","Fort Bend",1689,2010-11-01,1393,11,"2010",Nov 2010,0
"33624.2010-11",72727,"33624","Greater Carrollwood","FL","Tampa","Hillsborough",1690,2010-11-01,1204,11,"2010",Nov 2010,0
"92127.2010-11",96668,"92127","San Diego","CA","San Diego","San Diego",1691,2010-11-01,2743,11,"2010",Nov 2010,0
"70570.2010-11",88680,"70570","Opelousas","LA","Opelousas","Saint Landry",1692,2010-11-01,1019,11,"2010",Nov 2010,0
"02472.2010-11",58778,"02472","Watertown","MA","Boston","Middlesex",1693,2010-11-01,2155,11,"2010",Nov 2010,0
"75050.2010-11",90652,"75050","Grand Prairie","TX","Dallas-Fort Worth","Dallas",1694,2010-11-01,1057,11,"2010",Nov 2010,0
"22901.2010-11",67425,"22901","Charlottesville","VA","Charlottesville","Albemarle",1695,2010-11-01,1377,11,"2010",Nov 2010,0
"79925.2010-11",93134,"79925","El Paso","TX","El Paso","El Paso",1696,2010-11-01,1184,11,"2010",Nov 2010,0
"95667.2010-11",98358,"95667","Placerville","CA","Sacramento","El Dorado",1697,2010-11-01,1454,11,"2010",Nov 2010,0
"17042.2010-11",64873,"17042","Lebanon","PA","Lebanon","Lebanon",1698,2010-11-01,1173,11,"2010",Nov 2010,0
"90804.2010-11",96238,"90804","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1699,2010-11-01,1726,11,"2010",Nov 2010,0
"38116.2010-11",74654,"38116","Memphis","TN","Memphis","Shelby",1700,2010-11-01,920,11,"2010",Nov 2010,0
"85295.2010-11",399658,"85295","Gilbert","AZ","Phoenix","Maricopa",1701,2010-11-01,1343,11,"2010",Nov 2010,0
"60707.2010-11",84689,"60707","Elmwood Park","IL","Chicago","Cook",1702,2010-11-01,1582,11,"2010",Nov 2010,0
"27295.2010-11",69283,"27295","Lexington","NC","Winston-Salem","Davidson",1703,2010-11-01,861,11,"2010",Nov 2010,0
"94025.2010-11",97516,"94025","Menlo Park","CA","San Francisco","San Mateo",1704,2010-11-01,3862,11,"2010",Nov 2010,0
"80906.2010-11",93584,"80906","Colorado Springs","CO","Colorado Springs","El Paso",1705,2010-11-01,1408,11,"2010",Nov 2010,0
"90745.2010-11",96229,"90745","Carson","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1706,2010-11-01,1996,11,"2010",Nov 2010,0
"39047.2010-11",75113,"39047","Brandon","MS","Jackson","Rankin",1707,2010-11-01,1268,11,"2010",Nov 2010,0
"32818.2010-11",72243,"32818","Pine Hills","FL","Orlando","Orange",1708,2010-11-01,1082,11,"2010",Nov 2010,0
"83501.2010-11",94189,"83501","Lewiston","ID","Lewiston","Nez Perce",1709,2010-11-01,NA,11,"2010",Nov 2010,0
"55119.2010-11",82120,"55119","Saint Paul","MN","Minneapolis-St Paul","Ramsey",1710,2010-11-01,992,11,"2010",Nov 2010,0
"28411.2010-11",69933,"28411","Wilmington","NC","Wilmington","New Hanover",1711,2010-11-01,1250,11,"2010",Nov 2010,0
"32738.2010-11",72182,"32738","Deltona","FL","Daytona Beach","Volusia",1712,2010-11-01,983,11,"2010",Nov 2010,0
"33771.2010-11",72811,"33771","Largo","FL","Tampa","Pinellas",1713,2010-11-01,985,11,"2010",Nov 2010,0
"75013.2010-11",90619,"75013","Allen","TX","Dallas-Fort Worth","Collin",1714,2010-11-01,2130,11,"2010",Nov 2010,0
"99504.2010-11",100223,"99504","Anchorage","AK","Anchorage","Anchorage",1715,2010-11-01,NA,11,"2010",Nov 2010,0
"98503.2010-11",99829,"98503","Lacey","WA","Olympia","Thurston",1716,2010-11-01,1259,11,"2010",Nov 2010,0
"95127.2010-11",97995,"95127","San Jose","CA","San Jose","Santa Clara",1717,2010-11-01,2098,11,"2010",Nov 2010,0
"85015.2010-11",94731,"85015","Phoenix","AZ","Phoenix","Maricopa",1718,2010-11-01,945,11,"2010",Nov 2010,0
"95821.2010-11",98430,"95821","Arden-Arcade","CA","Sacramento","Sacramento",1719,2010-11-01,1317,11,"2010",Nov 2010,0
"38125.2010-11",74661,"38125","Memphis","TN","Memphis","Shelby",1720,2010-11-01,1344,11,"2010",Nov 2010,0
"76021.2010-11",91195,"76021","Bedford","TX","Dallas-Fort Worth","Tarrant",1721,2010-11-01,1541,11,"2010",Nov 2010,0
"84010.2010-11",94380,"84010","Bountiful","UT","Ogden","Davis",1722,2010-11-01,NA,11,"2010",Nov 2010,0
"85730.2010-11",95066,"85730","Tucson","AZ","Tucson","Pima",1723,2010-11-01,950,11,"2010",Nov 2010,0
"85745.2010-11",95081,"85745","Tucson","AZ","Tucson","Pima",1724,2010-11-01,1097,11,"2010",Nov 2010,0
"43213.2010-11",76581,"43213","Whitehall","OH","Columbus","Franklin",1725,2010-11-01,783,11,"2010",Nov 2010,0
"93611.2010-11",97358,"93611","Clovis","CA","Fresno","Fresno",1726,2010-11-01,1600,11,"2010",Nov 2010,0
"60540.2010-11",84569,"60540","Naperville","IL","Chicago","Du Page",1727,2010-11-01,2006,11,"2010",Nov 2010,0
"88310.2010-11",95609,"88310","Alamogordo","NM","Alamogordo","Otero",1728,2010-11-01,900,11,"2010",Nov 2010,0
"98223.2010-11",99636,"98223","Arlington","WA","Seattle","Snohomish",1729,2010-11-01,1443,11,"2010",Nov 2010,0
"95240.2010-11",98067,"95240","Lodi","CA","Stockton","San Joaquin",1730,2010-11-01,1235,11,"2010",Nov 2010,0
"02130.2010-11",58644,"02130","Boston","MA","Boston","Suffolk",1731,2010-11-01,1544,11,"2010",Nov 2010,0
"78744.2010-11",92653,"78744","Austin","TX","Austin","Travis",1732,2010-11-01,1002,11,"2010",Nov 2010,0
"38134.2010-11",74670,"38134","Memphis","TN","Memphis","Shelby",1733,2010-11-01,1024,11,"2010",Nov 2010,0
"48047.2010-11",78929,"48047","Chesterfield","MI","Detroit","Macomb",1734,2010-11-01,1274,11,"2010",Nov 2010,0
"30134.2010-11",70908,"30134","Douglasville","GA","Atlanta","Douglas",1735,2010-11-01,995,11,"2010",Nov 2010,0
"08861.2010-11",61219,"08861","Perth Amboy","NJ","New York","Middlesex",1736,2010-11-01,1648,11,"2010",Nov 2010,0
"14624.2010-11",63645,"14624","Chili","NY","Rochester","Monroe",1737,2010-11-01,978,11,"2010",Nov 2010,0
"21045.2010-11",66746,"21045","Columbia","MD","Baltimore","Howard",1738,2010-11-01,1989,11,"2010",Nov 2010,0
"32811.2010-11",72237,"32811","Orlando","FL","Orlando","Orange",1739,2010-11-01,835,11,"2010",Nov 2010,0
"70433.2010-11",88588,"70433","Covington","LA","New Orleans","Saint Tammany",1740,2010-11-01,NA,11,"2010",Nov 2010,0
"73112.2010-11",89937,"73112","Oklahoma City","OK","Oklahoma City","Oklahoma",1741,2010-11-01,831,11,"2010",Nov 2010,0
"79423.2010-11",92960,"79423","Lubbock","TX","Lubbock","Lubbock",1742,2010-11-01,1190,11,"2010",Nov 2010,0
"80022.2010-11",93212,"80022","Commerce City","CO","Denver","Adams",1743,2010-11-01,1166,11,"2010",Nov 2010,0
"94606.2010-11",97808,"94606","Oakland","CA","San Francisco","Alameda",1744,2010-11-01,1821,11,"2010",Nov 2010,0
"95476.2010-11",98233,"95476","Sonoma","CA","Santa Rosa","Sonoma",1745,2010-11-01,2146,11,"2010",Nov 2010,0
"94901.2010-11",97858,"94901","San Rafael","CA","San Francisco","Marin",1746,2010-11-01,2737,11,"2010",Nov 2010,0
"85296.2010-11",94880,"85296","Gilbert","AZ","Phoenix","Maricopa",1747,2010-11-01,1290,11,"2010",Nov 2010,0
"92506.2010-11",96885,"92506","Riverside","CA","Riverside","Riverside",1748,2010-11-01,1776,11,"2010",Nov 2010,0
"60563.2010-11",84590,"60563","Naperville","IL","Chicago","Du Page",1749,2010-11-01,1647,11,"2010",Nov 2010,0
"22801.2010-11",67394,"22801","Harrisonburg","VA","Harrisonburg","Harrisonburg City",1750,2010-11-01,1202,11,"2010",Nov 2010,0
"36301.2010-11",73815,"36301","Dothan","AL","Dothan","Houston",1751,2010-11-01,NA,11,"2010",Nov 2010,0
"28115.2010-11",69727,"28115","Mooresville","NC","Charlotte","Iredell",1752,2010-11-01,1000,11,"2010",Nov 2010,0
"38127.2010-11",74663,"38127","Memphis","TN","Memphis","Shelby",1753,2010-11-01,635,11,"2010",Nov 2010,0
"90815.2010-11",96247,"90815","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1754,2010-11-01,2229,11,"2010",Nov 2010,0
"29577.2010-11",70566,"29577","Myrtle Beach","SC","Myrtle Beach","Horry",1755,2010-11-01,815,11,"2010",Nov 2010,0
"55423.2010-11",82273,"55423","Richfield","MN","Minneapolis-St Paul","Hennepin",1756,2010-11-01,1296,11,"2010",Nov 2010,0
"33040.2010-11",72377,"33040","Key West","FL","Key West","Monroe",1757,2010-11-01,NA,11,"2010",Nov 2010,0
"95062.2010-11",97960,"95062","Santa Cruz","CA","Santa Cruz","Santa Cruz",1758,2010-11-01,2307,11,"2010",Nov 2010,0
"22033.2010-11",67123,"22033","Fairfax","VA","Washington","Fairfax",1759,2010-11-01,2132,11,"2010",Nov 2010,0
"38671.2010-11",74951,"38671","Southaven","MS","Memphis","DeSoto",1760,2010-11-01,967,11,"2010",Nov 2010,0
"49203.2010-11",79609,"49203","Jackson","MI","Jackson","Jackson",1761,2010-11-01,1052,11,"2010",Nov 2010,0
"49221.2010-11",79612,"49221","Adrian","MI","Adrian","Lenawee",1762,2010-11-01,1073,11,"2010",Nov 2010,0
"78526.2010-11",92484,"78526","Brownsville","TX","Brownsville","Cameron",1763,2010-11-01,1021,11,"2010",Nov 2010,0
"27530.2010-11",69389,"27530","Goldsboro","NC","Goldsboro","Wayne",1764,2010-11-01,867,11,"2010",Nov 2010,0
"98036.2010-11",99521,"98036","Lynnwood","WA","Seattle","Snohomish",1765,2010-11-01,1528,11,"2010",Nov 2010,0
"07753.2010-11",60793,"07753","Neptune","NJ","New York","Monmouth",1766,2010-11-01,1793,11,"2010",Nov 2010,0
"72758.2010-11",89745,"72758","Rogers","AR","Fayetteville","Benton",1767,2010-11-01,1181,11,"2010",Nov 2010,0
"46385.2010-11",78128,"46385","Valparaiso","IN","Chicago","Porter",1768,2010-11-01,1430,11,"2010",Nov 2010,0
"50266.2010-11",80261,"50266","West Des Moines","IA","Des Moines","Polk",1769,2010-11-01,1255,11,"2010",Nov 2010,0
"20032.2010-11",66151,"20032","Washington","DC","Washington","District of Columbia",1770,2010-11-01,1800,11,"2010",Nov 2010,0
"70458.2010-11",88611,"70458","Slidell","LA","New Orleans","Saint Tammany",1771,2010-11-01,NA,11,"2010",Nov 2010,0
"46037.2010-11",77923,"46037","Fishers","IN","Indianapolis","Hamilton",1772,2010-11-01,1657,11,"2010",Nov 2010,0
"45373.2010-11",77630,"45373","Troy","OH","Dayton","Miami",1773,2010-11-01,1049,11,"2010",Nov 2010,0
"90029.2010-11",96010,"90029","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1774,2010-11-01,2074,11,"2010",Nov 2010,0
"43065.2010-11",76498,"43065","Powell","OH","Columbus","Delaware",1775,2010-11-01,1685,11,"2010",Nov 2010,0
"95111.2010-11",97979,"95111","San Jose","CA","San Jose","Santa Clara",1776,2010-11-01,2026,11,"2010",Nov 2010,0
"50315.2010-11",80286,"50315","Des Moines","IA","Des Moines","Polk",1777,2010-11-01,874,11,"2010",Nov 2010,0
"78217.2010-11",92313,"78217","San Antonio","TX","San Antonio","Bexar",1778,2010-11-01,1041,11,"2010",Nov 2010,0
"95926.2010-11",98480,"95926","Chico","CA","Chico","Butte",1779,2010-11-01,1420,11,"2010",Nov 2010,0
"85704.2010-11",95042,"85704","Tucson","AZ","Tucson","Pima",1780,2010-11-01,1245,11,"2010",Nov 2010,0
"91764.2010-11",96504,"91764","Ontario","CA","Riverside","San Bernardino",1781,2010-11-01,1569,11,"2010",Nov 2010,0
"30165.2010-11",70935,"30165","Rome","GA","Rome","Floyd",1782,2010-11-01,967,11,"2010",Nov 2010,0
"60090.2010-11",84345,"60090","Wheeling","IL","Chicago","Cook",1783,2010-11-01,1477,11,"2010",Nov 2010,0
"34761.2010-11",73210,"34761","Ocoee","FL","Orlando","Orange",1784,2010-11-01,1282,11,"2010",Nov 2010,0
"70118.2010-11",88482,"70118","New Orleans","LA","New Orleans","Orleans",1785,2010-11-01,NA,11,"2010",Nov 2010,0
"10001.2010-11",61615,"10001","New York","NY","New York","New York",1786,2010-11-01,NA,11,"2010",Nov 2010,0
"61201.2010-11",84838,"61201","Rock Island","IL","Davenport","Rock Island",1787,2010-11-01,1208,11,"2010",Nov 2010,0
"19082.2010-11",65753,"19082","Upper Darby","PA","Philadelphia","Delaware",1788,2010-11-01,990,11,"2010",Nov 2010,0
"30019.2010-11",70806,"30019","Dacula","GA","Atlanta","Gwinnett",1789,2010-11-01,1304,11,"2010",Nov 2010,0
"60653.2010-11",84650,"60653","Chicago","IL","Chicago","Cook",1790,2010-11-01,1523,11,"2010",Nov 2010,0
"98382.2010-11",99767,"98382","Sequim","WA","Port Angeles","Clallam",1791,2010-11-01,1192,11,"2010",Nov 2010,0
"33016.2010-11",72354,"33016","Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",1792,2010-11-01,1252,11,"2010",Nov 2010,0
"48105.2010-11",78977,"48105","Ann Arbor","MI","Ann Arbor","Washtenaw",1793,2010-11-01,1583,11,"2010",Nov 2010,0
"27105.2010-11",69208,"27105","Winston-Salem","NC","Winston-Salem","Forsyth",1794,2010-11-01,677,11,"2010",Nov 2010,0
"30115.2010-11",70892,"30115","Canton","GA","Atlanta","Cherokee",1795,2010-11-01,1353,11,"2010",Nov 2010,0
"49508.2010-11",79784,"49508","Kentwood","MI","Grand Rapids","Kent",1796,2010-11-01,NA,11,"2010",Nov 2010,0
"75044.2010-11",90646,"75044","Garland","TX","Dallas-Fort Worth","Dallas",1797,2010-11-01,1249,11,"2010",Nov 2010,0
"72450.2010-11",89567,"72450","Paragould","AR","Paragould","Greene",1798,2010-11-01,799,11,"2010",Nov 2010,0
"64133.2010-11",86370,"64133","Raytown","MO","Kansas City","Jackson",1799,2010-11-01,728,11,"2010",Nov 2010,0
"07307.2010-11",60644,"07307","Jersey City","NJ","New York","Hudson",1800,2010-11-01,1669,11,"2010",Nov 2010,0
"12601.2010-11",62691,"12601","Poughkeepsie","NY","New York","Dutchess",1801,2010-11-01,NA,11,"2010",Nov 2010,0
"30038.2010-11",70823,"30038","Lithonia","GA","Atlanta","Dekalb",1802,2010-11-01,974,11,"2010",Nov 2010,0
"86314.2010-11",95163,"86314","Prescott Valley","AZ","Prescott","Yavapai",1803,2010-11-01,941,11,"2010",Nov 2010,0
"71854.2010-11",89233,"71854","Texarkana","AR","Texarkana","Miller",1804,2010-11-01,802,11,"2010",Nov 2010,0
"63385.2010-11",86034,"63385","Wentzville","MO","St. Louis","Saint Charles",1805,2010-11-01,1282,11,"2010",Nov 2010,0
"33428.2010-11",72594,"33428","Boca Raton","FL","Miami-Fort Lauderdale","Palm Beach",1806,2010-11-01,1652,11,"2010",Nov 2010,0
"08094.2010-11",60983,"08094","Monroe","NJ","Philadelphia","Gloucester",1807,2010-11-01,1601,11,"2010",Nov 2010,0
"70605.2010-11",88701,"70605","Lake Charles","LA","Lake Charles","Calcasieu",1808,2010-11-01,NA,11,"2010",Nov 2010,0
"85226.2010-11",94821,"85226","Chandler","AZ","Phoenix","Maricopa",1809,2010-11-01,1288,11,"2010",Nov 2010,0
"63114.2010-11",85932,"63114","Overland","MO","St. Louis","Saint Louis",1810,2010-11-01,863,11,"2010",Nov 2010,0
"76513.2010-11",91443,"76513","Belton","TX","Killeen","Bell",1811,2010-11-01,1169,11,"2010",Nov 2010,0
"95023.2010-11",97933,"95023","Hollister","CA","San Jose","San Benito",1812,2010-11-01,1727,11,"2010",Nov 2010,0
"32127.2010-11",71806,"32127","Port Orange","FL","Daytona Beach","Volusia",1813,2010-11-01,1281,11,"2010",Nov 2010,0
"80227.2010-11",93303,"80227","Lakewood","CO","Denver","Jefferson",1814,2010-11-01,1364,11,"2010",Nov 2010,0
"89015.2010-11",95754,"89015","Henderson","NV","Las Vegas","Clark",1815,2010-11-01,1124,11,"2010",Nov 2010,0
"46203.2010-11",78022,"46203","Indianapolis","IN","Indianapolis","Marion",1816,2010-11-01,803,11,"2010",Nov 2010,0
"74136.2010-11",90319,"74136","Tulsa","OK","Tulsa","Tulsa",1817,2010-11-01,1255,11,"2010",Nov 2010,0
"75028.2010-11",90633,"75028","Flower Mound","TX","Dallas-Fort Worth","Denton",1818,2010-11-01,1800,11,"2010",Nov 2010,0
"62521.2010-11",85535,"62521","Decatur","IL","Decatur","Macon",1819,2010-11-01,NA,11,"2010",Nov 2010,0
"85033.2010-11",94749,"85033","Phoenix","AZ","Phoenix","Maricopa",1820,2010-11-01,893,11,"2010",Nov 2010,0
"30316.2010-11",71036,"30316","Atlanta","GA","Atlanta","Fulton",1821,2010-11-01,1107,11,"2010",Nov 2010,0
"12401.2010-11",62533,"12401","Kingston","NY","Kingston","Ulster",1822,2010-11-01,NA,11,"2010",Nov 2010,0
"80021.2010-11",93211,"80021","Westminster","CO","Denver","Adams",1823,2010-11-01,1302,11,"2010",Nov 2010,0
"76107.2010-11",91252,"76107","Fort Worth","TX","Dallas-Fort Worth","Tarrant",1824,2010-11-01,1281,11,"2010",Nov 2010,0
"40220.2010-11",75574,"40220","Louisville","KY","Louisville/Jefferson County","Jefferson",1825,2010-11-01,1048,11,"2010",Nov 2010,0
"10026.2010-11",61640,"10026","New York","NY","New York","New York",1826,2010-11-01,NA,11,"2010",Nov 2010,0
"93455.2010-11",97283,"93455","Santa Maria","CA","Santa Maria-Santa Barbara","Santa Barbara",1827,2010-11-01,1799,11,"2010",Nov 2010,0
"63701.2010-11",86152,"63701","Cape Girardeau","MO","Cape Girardeau","Cape Girardeau",1828,2010-11-01,764,11,"2010",Nov 2010,0
"91016.2010-11",96273,"91016","Monrovia","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1829,2010-11-01,2015,11,"2010",Nov 2010,0
"08902.2010-11",61246,"08902","North Brunswick","NJ","New York","Middlesex",1830,2010-11-01,1817,11,"2010",Nov 2010,0
"73170.2010-11",89989,"73170","Oklahoma City","OK","Oklahoma City","Oklahoma",1831,2010-11-01,1110,11,"2010",Nov 2010,0
"97217.2010-11",99131,"97217","Portland","OR","Portland","Multnomah",1832,2010-11-01,1282,11,"2010",Nov 2010,0
"30084.2010-11",70863,"30084","Tucker","GA","Atlanta","Dekalb",1833,2010-11-01,1184,11,"2010",Nov 2010,0
"78413.2010-11",92447,"78413","Corpus Christi","TX","Corpus Christi","Nueces",1834,2010-11-01,1313,11,"2010",Nov 2010,0
"33611.2010-11",72714,"33611","Tampa","FL","Tampa","Hillsborough",1835,2010-11-01,1178,11,"2010",Nov 2010,0
"02139.2010-11",58653,"02139","Cambridge","MA","Boston","Middlesex",1836,2010-11-01,1994,11,"2010",Nov 2010,0
"08012.2010-11",60909,"08012","Gloucester","NJ","Philadelphia","Camden",1837,2010-11-01,1574,11,"2010",Nov 2010,0
"87505.2010-11",95385,"87505","Santa Fe","NM","Santa Fe","Santa Fe",1838,2010-11-01,NA,11,"2010",Nov 2010,0
"97222.2010-11",99136,"97222","Milwaukie","OR","Portland","Clackamas",1839,2010-11-01,1208,11,"2010",Nov 2010,0
"08360.2010-11",61071,"08360","Vineland","NJ","Vineland","Cumberland",1840,2010-11-01,1399,11,"2010",Nov 2010,0
"48310.2010-11",79121,"48310","Sterling Heights","MI","Detroit","Macomb",1841,2010-11-01,1303,11,"2010",Nov 2010,0
"32724.2010-11",72172,"32724","Deland","FL","Daytona Beach","Volusia",1842,2010-11-01,1039,11,"2010",Nov 2010,0
"28451.2010-11",69961,"28451","Leland","NC","Myrtle Beach","Brunswick",1843,2010-11-01,1033,11,"2010",Nov 2010,0
"44512.2010-11",77216,"44512","Boardman","OH","Youngstown","Mahoning",1844,2010-11-01,874,11,"2010",Nov 2010,0
"83706.2010-11",94279,"83706","Boise","ID","Boise City","Ada",1845,2010-11-01,NA,11,"2010",Nov 2010,0
"70808.2010-11",88817,"70808","Baton Rouge","LA","Baton Rouge","East Baton Rouge",1846,2010-11-01,NA,11,"2010",Nov 2010,0
"33172.2010-11",72474,"33172","Fountainbleau","FL","Miami-Fort Lauderdale","Miami-Dade",1847,2010-11-01,1271,11,"2010",Nov 2010,0
"77044.2010-11",91693,"77044","Houston","TX","Houston","Harris",1848,2010-11-01,1348,11,"2010",Nov 2010,0
"59701.2010-11",84138,"59701","Butte","MT","Butte","Silver Bow",1849,2010-11-01,NA,11,"2010",Nov 2010,0
"30305.2010-11",71025,"30305","Atlanta","GA","Atlanta","Fulton",1850,2010-11-01,1996,11,"2010",Nov 2010,0
"01040.2010-11",58226,"01040","Holyoke","MA","Springfield","Hampden",1851,2010-11-01,1282,11,"2010",Nov 2010,0
"46219.2010-11",78034,"46219","Indianapolis","IN","Indianapolis","Marion",1852,2010-11-01,896,11,"2010",Nov 2010,0
"90291.2010-11",96127,"90291","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1853,2010-11-01,3350,11,"2010",Nov 2010,0
"94040.2010-11",97527,"94040","Mountain View","CA","San Jose","Santa Clara",1854,2010-11-01,2923,11,"2010",Nov 2010,0
"19709.2010-11",66033,"19709","Middletown","DE","Philadelphia","New Castle",1855,2010-11-01,1707,11,"2010",Nov 2010,0
"91320.2010-11",96351,"91320","Thousand Oaks","CA","Ventura","Ventura",1856,2010-11-01,2584,11,"2010",Nov 2010,0
"33881.2010-11",72884,"33881","Winter Haven","FL","Lakeland","Polk",1857,2010-11-01,815,11,"2010",Nov 2010,0
"89128.2010-11",95824,"89128","Las Vegas","NV","Las Vegas","Clark",1858,2010-11-01,1128,11,"2010",Nov 2010,0
"07105.2010-11",60609,"07105","Newark","NJ","New York","Essex",1859,2010-11-01,1649,11,"2010",Nov 2010,0
"30152.2010-11",70925,"30152","Kennesaw","GA","Atlanta","Cobb",1860,2010-11-01,1457,11,"2010",Nov 2010,0
"70056.2010-11",88443,"70056","Gretna","LA","New Orleans","Jefferson",1861,2010-11-01,NA,11,"2010",Nov 2010,0
"85120.2010-11",417436,"85120","Apache Junction","AZ","Phoenix","Pinal",1862,2010-11-01,849,11,"2010",Nov 2010,0
"31313.2010-11",71499,"31313","Hinesville","GA","Hinesville","Liberty",1863,2010-11-01,939,11,"2010",Nov 2010,0
"27330.2010-11",69304,"27330","Sanford","NC","Sanford","Lee",1864,2010-11-01,919,11,"2010",Nov 2010,0
"91606.2010-11",96451,"91606","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1865,2010-11-01,2072,11,"2010",Nov 2010,0
"77060.2010-11",91709,"77060","Houston","TX","Houston","Harris",1866,2010-11-01,1088,11,"2010",Nov 2010,0
